,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
997,salm,salem,media,group,inc,formerly,communications,corporation,multi,company,specializing,christian,conservative,content,properties,consisting,radio,broadcasting,digital,book,magazine,newsletter,publishing,operates,three,segments,broadcast,segment,engaged,ownership,operation,stations,metropolitan,markets,carry,national,local,programming,well,advertisers,focuses,web,based,platform,designed,audiences,interested,family,themed,news,consists,regnery,xulon,press,owns,approximately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,samg,silvercrest,asset,management,group,inc,full,service,wealth,firm,focused,providing,financial,advisory,related,family,office,services,ultra,high,net,worth,individuals,institutional,investors,company,offers,suite,families,seeking,oversight,affairs,advises,clients,traditional,investment,strategies,equities,fixed,income,cash,well,non,including,hedge,funds,private,equity,real,estate,commodities,array,solutions,together,proprietary,offered,unaffiliated,firms,selected,include,planning,tax,preparation,partnership,accounting,fund,administration,consolidated,reporting,trust,agency,art,consultancy,,,,,,,,,,,,,,,,,,
999,saia,inc,transportation,company,provides,regional,interregional,less,truckload,ltl,services,also,offers,range,value,added,including,non,asset,expedited,logistics,across,united,states,subsidiary,motor,freight,line,llc,carrier,december,served,south,southwest,midwest,pacific,northwest,west,specializes,offering,customers,time,definite,options,operated,network,consisting,owned,leased,locations,subsidiaries,include,tl,plus,sales,metrogo,linkex,mexico,de,r,l,c,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,sanm,sanmina,corporation,provider,integrated,manufacturing,solutions,components,products,repair,logistics,market,services,company,provides,offerings,primarily,original,equipment,manufacturers,oems,various,industries,including,communications,networks,storage,industrial,defense,aerospace,medical,energy,operates,two,businesses,ims,cps,consists,printed,circuit,board,assembly,test,final,system,direct,order,fulfillment,include,interconnect,systems,mechanical,memory,radio,frequency,rf,optical,microelectronics,cloud,based,execution,software,design,engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,sasr,sandy,spring,bancorp,inc,bank,holding,company,operates,three,segments,community,banking,insurance,investment,management,segment,involves,delivering,range,financial,products,services,including,various,loan,deposit,individuals,businesses,corporation,subsidiary,offers,annuities,alternative,traditional,accounts,west,provides,planning,december,conducted,commercial,business,offices,six,centers,located,central,maryland,northern,virginia,washington,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,sbac,sba,communications,corporation,independent,owner,operator,wireless,tower,structures,rooftops,support,antennas,used,company,operating,segments,include,site,leasing,development,business,includes,domestic,international,primary,line,leases,antenna,space,service,providers,towers,owns,operates,manages,rooftop,sites,property,owners,various,contractual,arrangements,approximately,also,actual,potential,assists,developing,maintaining,networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,sats,echostar,corporation,holding,company,provider,satellite,operations,video,delivery,solutions,digital,set,top,boxes,broadband,technologies,services,home,office,delivering,network,managed,enterprises,governments,operates,three,segments,hughes,etc,ess,segment,provides,communication,domestic,international,consumers,enterprise,government,customers,end,broadcast,technology,products,businesses,directly,business,using,owned,leased,orbit,satellites,also,include,real,estate,activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,sbbx,sb,one,bancorp,formerly,sussex,bank,holding,company,primary,business,ownership,supervision,two,segments,banking,financial,services,insurance,conducts,traditional,commercial,offer,including,personal,checking,accounts,time,deposits,money,market,savings,subsidiary,tri,state,operates,full,service,general,agency,offering,lines,area,primarily,consists,morris,bergen,counties,new,jersey,orange,queens,york,loan,portfolio,includes,industrial,consumer,loans,construction,real,estate,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,sbcf,seacoast,banking,corporation,florida,bank,holding,company,principal,subsidiary,national,association,subsidiaries,offer,array,deposit,accounts,retail,services,engage,consumer,commercial,lending,provide,range,trust,asset,management,well,securities,annuity,products,customers,provides,community,small,business,offering,transaction,savings,treasury,brokerage,secured,unsecured,loan,including,revolving,credit,facilities,letters,similar,financial,guarantees,based,financing,also,investment,retirement,plans,corporations,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,sbfg,sb,financial,group,inc,bank,holding,company,direct,indirect,subsidiaries,engaged,range,activities,including,commercial,banking,item,processing,wealth,management,services,include,state,trust,rfcbc,rurbanc,data,business,rdsi,systems,sbt,insurance,llc,sbi,rurban,statutory,ii,rst,offers,checking,accounts,savings,money,market,time,certificates,deposit,automatic,teller,machines,consumer,agricultural,residential,mortgage,loans,personal,corporate,leasing,credit,card,safe,box,rentals,internet,telephone,personalized,,,,,,,,,,,,,,,,,,,,,,,,
1007,sbgi,sinclair,broadcast,group,inc,television,broadcasting,company,focuses,providing,content,local,stations,digital,platforms,segments,corporate,segment,consists,distributed,platform,programming,provided,third,party,networks,syndicators,news,owns,original,produced,also,internet,media,products,complementary,portfolio,station,related,properties,offering,marketing,solutions,advertisers,business,technical,services,non,investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,sblk,star,bulk,carriers,corp,greece,based,shipping,company,owns,operates,fleet,dry,carrier,vessels,transport,major,bulks,include,iron,ore,coal,grain,minor,bauxite,fertilizers,steel,products,fully,delivered,basis,comprises,composition,ranges,supramax,newcastlemax,carry,total,capacity,million,deadweight,tonnage,dwt,capesize,primarily,minerals,americas,australia,east,asia,particularly,china,also,japan,south,korea,taiwan,indonesia,malaysia,europe,africa,areas,philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,sbra,sabra,health,care,reit,inc,real,estate,investment,trust,company,subsidiaries,owns,invests,serving,healthcare,industry,segment,includes,investments,related,properties,primary,business,consists,acquiring,financing,owning,property,leased,third,party,tenants,sector,portfolio,various,types,facilities,skilled,nursing,transitional,including,mental,units,senior,housing,independent,living,assisted,memory,continuing,retirement,community,acute,hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,sbny,signature,bank,full,service,commercial,operates,private,client,offices,throughout,new,york,metropolitan,area,segments,include,banking,specialty,finance,offers,range,business,personal,products,services,subsidiary,financial,llc,provides,equipment,leasing,securities,group,corporation,licensed,broker,dealer,investment,advisor,offering,brokerage,asset,management,insurance,segment,consists,real,estate,lending,industrial,deposit,gathering,activities,financing,including,transportation,taxi,medallion,marine,vehicle,municipal,national,franchise,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,sbsi,southside,bancshares,inc,bank,holding,company,community,focused,financial,institution,offers,range,services,individuals,businesses,municipal,entities,nonprofit,organizations,communities,include,consumer,commercial,loans,deposit,accounts,trust,safe,brokerage,december,operated,banking,centers,located,grocery,stores,interest,rates,terms,including,savings,money,market,non,bearing,checking,certificates,cds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,sbux,starbucks,corporation,roaster,marketer,retailer,coffee,october,company,operated,countries,operates,four,segments,americas,inclusive,united,states,canada,latin,america,china,asia,pacific,cap,europe,middle,east,africa,emea,channel,development,include,licensed,stores,segment,includes,roasted,whole,bean,ground,coffees,tazo,teas,branded,single,serve,products,range,ready,drink,beverages,frappuccino,doubleshot,refreshers,sold,across,world,channels,grocery,warehouse,clubs,specialty,retailers,convenience,foodservice,accounts,,,,,,,,,,,,,,,,,,,,,,,,
1013,schn,schnitzer,steel,industries,inc,recycler,ferrous,nonferrous,scrap,metal,including,end,life,vehicles,manufacturer,finished,products,company,operates,two,segments,auto,metals,recycling,amr,business,manufacturing,smb,segment,collects,recycles,bodies,rail,cars,home,appliances,industrial,machinery,construction,demolition,bridges,buildings,infrastructure,primary,include,recycled,produces,rebar,wire,rod,coiled,merchant,bar,specialty,using,sourced,primarily,used,nonresidential,north,america,mini,mill,mcminnville,oregon,raw,materials,,,,,,,,,,,,,,,,,,,,,,,,
1014,schl,scholastic,corporation,publisher,distributor,children,books,provider,print,digital,instructional,materials,pre,kindergarten,k,grade,producer,educational,entertaining,media,company,operates,three,segments,book,publishing,distribution,education,international,segment,includes,publication,e,interactive,products,united,states,clubs,fairs,school,channels,trade,channel,schools,libraries,classroom,magazines,supplemental,online,reference,non,fiction,grades,operations,export,foreign,rights,businesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,scor,comscore,inc,cross,platform,measurement,company,provides,independent,data,metrics,products,services,clients,media,advertising,marketing,industries,delivers,digital,analytics,help,content,owners,advertisers,understand,composition,consumer,audiences,also,helps,marketers,performance,effectiveness,targeted,measures,people,navigate,world,across,multiple,technology,platforms,devices,including,smartphones,tablets,televisions,desktop,computers,interactions,websites,applications,video,programming,solutions,include,audience,activation,movies,worldwide,mmx,metrix,mobile,qsearch,ondemand,essentials,,,,,,,,,,,,,,,,,,,,,,,,
1016,scvl,shoe,carnival,inc,family,footwear,retailer,company,primary,activity,sale,related,products,retail,stores,approximately,states,within,continental,united,puerto,rico,also,offers,online,shopping,e,commerce,site,www,shoecarnival,com,assortment,includes,dress,casual,shoes,sandals,boots,athletic,entire,four,general,categories,women,men,children,athletics,addition,carry,selected,accessory,items,socks,belts,care,handbags,sport,bags,backpacks,jewelry,scarves,wallets,classifies,functionality,running,basketball,fitness,january,operated,offered,,,,,,,,,,,,,,,,,,,,
1017,scsc,scansource,inc,provider,technology,products,solutions,company,subsidiaries,provide,manufacturers,sell,resellers,markets,point,sale,pos,barcode,networking,security,communications,emerging,technologies,operates,two,segments,worldwide,amp,services,distribution,segment,focuses,automatic,identification,data,capture,aidc,electronic,physical,three,dimensional,printing,june,marketed,approximately,hardware,software,vendors,reseller,customers,centers,mississippi,virginia,florida,mexico,colombia,brazil,belgium,france,germany,united,kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,seac,seachange,international,inc,engaged,delivery,multiscreen,video,company,products,services,facilitate,aggregation,licensing,management,distribution,advertising,content,cable,television,system,operators,telecommunications,companies,satellite,media,sells,software,across,world,service,providers,including,systems,enable,offer,interactive,allow,subscribers,receive,personalized,interact,devices,business,consists,three,product,areas,backoffice,gateway,solutions,also,offers,infusion,advanced,platform,adrenalin,nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,seic,sei,investments,company,provides,investment,processing,management,operations,solutions,financial,institutions,advisors,institutional,investors,managers,ultra,high,net,worth,families,united,states,canada,kingdom,continental,europe,various,locations,around,world,segments,private,banks,new,businesses,business,include,outsourcing,providers,client,wealth,services,including,trust,companies,independent,firms,retirement,plan,sponsors,profit,organizations,individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,seneb,seneca,foods,corporation,provider,packaged,fruits,vegetables,company,manages,business,two,segments,packaging,sale,chip,products,product,offerings,include,canned,frozen,food,bottled,produce,snack,chips,sold,private,label,well,national,regional,brands,owns,licenses,including,libby,green,valley,aunt,nellie,read,cherryman,farms,packs,giant,le,sueur,select,b,amp,g,north,america,contract,packing,agreement,constitute,operation,non,primarily,related,cans,ends,trucking,aircraft,operations,,,,,,,,,,,,,,,,,,,,,,,
1021,sfbs,servisfirst,bancshares,inc,bank,holding,company,whose,business,conducted,subsidiary,principal,accept,deposits,public,make,loans,investments,originates,commercial,consumer,provides,electronic,banking,services,online,mobile,including,remote,deposit,capture,deliver,treasury,cash,management,correspondent,financial,institutions,sources,funds,demand,time,savings,amortization,prepayment,borrowings,offers,range,products,round,clock,telephone,direct,internet,traveler,checks,safe,boxes,attorney,trust,accounts,automatic,account,transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,senea,seneca,foods,corporation,provider,packaged,fruits,vegetables,company,manages,business,two,segments,packaging,sale,chip,products,product,offerings,include,canned,frozen,food,bottled,produce,snack,chips,sold,private,label,well,national,regional,brands,owns,licenses,including,libby,green,valley,aunt,nellie,read,cherryman,farms,packs,giant,le,sueur,select,b,amp,g,north,america,contract,packing,agreement,constitute,operation,non,primarily,related,cans,ends,trucking,aircraft,operations,,,,,,,,,,,,,,,,,,,,,,,
1023,sfm,sprouts,farmers,market,inc,food,retailer,company,operates,grocery,store,offers,fresh,natural,organic,includes,produce,bulk,foods,vitamins,supplements,packaged,groceries,meat,seafood,deli,baked,goods,dairy,products,frozen,body,care,household,items,catering,consumers,interest,health,wellness,february,operated,stores,states,categorizes,varieties,sells,perishable,non,product,categories,include,bakery,alternatives,beer,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,sfnc,simmons,first,national,corporation,financial,holding,company,subsidiary,bank,provides,services,individuals,businesses,throughout,market,areas,serve,december,conducted,banking,operations,centers,located,communities,arkansas,kansas,missouri,tennessee,colorado,oklahoma,texas,offers,consumer,real,estate,commercial,loans,checking,savings,deposits,subsidiaries,also,developed,products,include,credit,cards,investments,agricultural,finance,lending,equipment,insurance,small,business,administration,securities,within,portfolio,classified,either,held,maturity,available,sale,trading,including,non,interest,bearing,transaction,accounts,time,,,,,,,,,,,,,,,,,
1025,sgc,superior,group,companies,inc,designs,manufactures,distributes,uniforms,retailers,foodservice,chains,transportation,service,industries,operates,three,segments,related,products,remote,staffing,solutions,promotional,segment,engaged,sale,items,marketing,brands,fashion,seal,healthcare,hpi,wonderwink,corporate,identity,apparel,career,accessories,hospital,fields,hotels,fast,food,restaurants,private,security,industrial,commercial,markets,services,multiple,office,gurus,tog,entities,including,subsidiaries,el,salvador,belize,united,states,near,shore,provider,multilingual,telemarketing,total,support,,,,,,,,,,,,,,,,,,,,
1026,sgen,seattle,genetics,inc,biotechnology,company,focused,development,commercialization,therapies,treatment,cancer,engaged,sale,pharmaceutical,products,behalf,collaboration,others,marketed,product,adcetris,brentuximab,vedotin,antibody,drug,conjugate,adc,addition,pipeline,includes,clinical,stage,programs,asg,sgn,liv,cd,b,well,two,immuno,oncology,agents,sea,based,sugar,engineered,technology,ff,small,molecule,also,multiple,preclinical,research,employ,technologies,including,comprising,anti,monoclonal,attached,protease,cleavable,linker,microtubule,disrupting,agent,,,,,,,,,,,,,,,,,,,,,,
1027,sfst,southern,first,bancshares,inc,bank,holding,company,owns,capital,stock,south,carolina,state,greenville,statutory,trust,ii,trusts,commercial,approximately,nine,retail,offices,located,columbia,charleston,primarily,engaged,business,accepting,demand,deposits,savings,insured,federal,deposit,insurance,corporation,fdic,providing,consumer,mortgage,loans,public,addition,loan,services,offers,internet,banking,cash,management,safe,boxes,direct,automatic,drafts,various,accounts,range,lending,including,real,estate,equity,line,individuals,small,medium,sized,businesses,professional,firms,,,,,,,,,,,,,,,,,
1028,sgrp,spar,group,inc,international,merchandising,marketing,services,company,provides,manufacturers,distributors,retailers,across,world,primarily,mass,merchandisers,office,supply,grocery,drug,store,independent,convenience,toy,home,improvement,electronics,stores,operates,two,segments,domestic,division,furniture,product,assembly,audit,technology,united,states,performed,dollar,event,staffing,subsidiaries,japan,canada,south,africa,india,china,australia,mexico,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,sgmo,sangamo,therapeutics,inc,formerly,biosciences,clinical,stage,biotechnology,company,focused,translating,science,genomic,therapies,transform,patients,lives,using,platform,technologies,genome,editing,gene,therapy,regulation,cell,preclinical,programs,development,partnered,certain,biopharmaceutical,companies,expedite,commercial,focus,human,product,pipeline,includes,sb,fix,hspc,initiated,phase,ii,trial,evaluating,zinc,finger,nuclease,zfn,vivo,approach,treatment,hemophilia,b,zfp,technology,focusing,resources,therapeutic,use,humans,non,applications,,,,,,,,,,,,,,,,,,,,,,,,
1030,shbi,shore,bancshares,inc,financial,holding,company,acts,parent,several,institution,entities,engaged,community,banking,activities,segment,provides,services,consumers,small,businesses,eastern,maryland,delaware,business,cnb,commercial,bank,trust,powers,talbot,easton,banks,provide,range,consumer,products,individuals,organizations,kent,county,queen,anne,caroline,dorchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,ship,seanergy,maritime,holdings,corp,international,shipping,company,provides,marine,dry,bulk,transportation,services,ownership,operation,vessels,owns,modern,fleet,eleven,carriers,consisting,nine,capesizes,two,supramaxes,combined,cargo,carrying,capacity,approximately,deadweight,tonnages,dwt,average,age,years,comprises,including,leadership,gloriuship,geniuship,premiership,squireship,championship,gladiatorship,guardianship,subsidiaries,owned,either,directly,indirectly,conduct,operations,operating,assets,manages,vessel,insurances,bunkering,general,supervision,third,party,technical,commercial,managers,v,ships,limited,independent,management,,,,,,,,,,,,,,,,,,
1032,shen,shenandoah,telecommunications,company,holding,segments,wireless,cable,wireline,operating,subsidiaries,provides,regulated,unregulated,services,end,user,customers,providers,virginia,west,central,pennsylvania,western,maryland,portions,kentucky,ohio,business,segment,conducted,principally,subsidiary,personal,communications,llc,pcs,television,voice,digital,subscriber,line,dsl,internet,access,modem,long,distance,throughout,county,rockingham,frederick,warren,augusta,counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,shoo,steven,madden,ltd,subsidiaries,design,source,market,sell,name,brand,private,label,footwear,women,men,children,fashion,handbags,accessories,company,operates,five,segments,wholesale,retail,first,cost,licensing,products,sold,stores,e,commerce,websites,within,united,states,canada,mexico,south,africa,well,department,specialty,luxury,retailers,value,priced,national,chains,merchants,catalog,provides,merchandising,support,store,customers,including,fixtures,signage,supervision,displays,various,product,lines,brands,include,girl,steve,stevies,kids,betsey,johnson,superga,freebird,report,mad,love,dolce,vita,brian,atwood,blondo,,,,,,,
1034,sien,sientra,inc,medical,aesthetics,company,primary,products,silicone,gel,breast,implants,use,augmentation,reconstruction,procedures,offers,variations,shapes,sizes,textures,sells,tissue,expanders,plastic,surgeons,primarily,used,elective,generally,performed,cash,pay,basis,true,texture,provides,texturing,implant,shell,designed,reduce,incidence,malposition,rotation,capsular,contracture,also,range,aesthetic,specialty,hsc,including,anatomically,shaped,textured,round,smooth,miradry,system,device,underarm,sweat,odor,permanently,hair,colors,,,,,,,,,,,,,,,,,,,,,,,,
1035,sify,technologies,limited,integrated,information,communications,technology,ict,solutions,services,company,segments,telecom,includes,domestic,data,international,wholesale,voice,network,managed,centre,co,location,cloud,infra,transformation,remote,onsite,infrastructure,delivery,platforms,integration,center,build,security,end,user,computing,collaborative,tools,applications,application,development,maintenance,testing,mobility,e,learning,portals,process,automation,approximately,six,tier,iii,centers,across,various,geographical,locations,india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,siga,technologies,inc,engaged,development,commercialization,solutions,various,unmet,medical,needs,biothreats,company,lead,product,tpoxx,orally,administered,antiviral,drug,targets,orthopoxviruses,infections,small,molecule,delivered,strategic,stockpile,project,bioshield,act,investigational,approved,united,states,food,administration,fda,treatment,smallpox,indication,relies,uses,third,parties,known,contract,manufacturing,organizations,cmos,procure,commercial,raw,materials,supplies,manufacture,identified,pre,clinical,candidate,activity,four,serotypes,virus,shown,efficacy,murine,model,disease,,,,,,,,,,,,,,,,,,,,,,
1037,simo,silicon,motion,technology,corporation,provider,negative,nand,flash,controllers,solid,state,drives,ssds,storage,devices,company,mainly,engaged,design,development,sale,low,power,semiconductor,solutions,original,equipment,manufacturers,oems,customers,mobile,market,controller,integrated,circuits,ics,well,specialty,radio,frequency,rf,products,used,embedded,multimedia,cards,emmcs,memory,universal,serial,bus,usb,expandable,smartphones,tablets,personal,computers,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,sino,global,shipping,america,ltd,non,asset,based,freight,logistic,integrated,solution,provider,company,provides,solutions,value,added,services,customers,chain,sector,segments,include,agency,ship,management,amp,chartering,inland,transportation,conducts,business,primarily,subsidiaries,china,including,hong,kong,australia,canada,united,states,new,york,los,angeles,people,republic,holds,licenses,permits,operate,local,operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,sigi,selective,insurance,group,inc,holding,company,december,subsidiaries,nine,licensed,various,state,departments,write,specific,lines,property,casualty,business,remaining,subsidiary,authorized,excess,surplus,e,amp,market,segments,include,standard,commercial,consists,products,services,provided,marketplace,personal,including,flood,coverage,writes,national,program,nfip,customers,obtaining,investment,segment,invests,premiums,well,amounts,generated,capital,management,strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,siri,sirius,xm,holdings,inc,transmits,music,sports,entertainment,comedy,talk,news,traffic,weather,channels,well,infotainment,services,united,states,subscription,fee,basis,two,satellite,radio,systems,subscribers,also,receive,features,siriusxm,demand,mysxm,internet,service,including,applications,mobile,devices,home,consumer,electronic,equipment,provides,connected,vehicle,developing,product,l,combines,single,cohesive,experience,offers,customers,certain,rental,car,companies,includes,available,december,company,owned,fleet,five,satellites,fm,,,,,,,,,,,,,,,,,,,,,,
1041,sina,corporation,online,media,company,serving,china,global,chinese,communities,digital,network,com,portal,mobile,applications,weibo,social,enables,internet,users,access,professional,user,generated,content,ugcs,multi,formats,personal,computers,devices,share,interests,friends,acquaintances,segments,include,advertising,others,property,provides,contents,offers,brand,marketing,solutions,customers,platform,people,create,distribute,discover,language,ereading,shop,book,reviews,well,complimentary,fee,based,reading,blog,website,bloggers,publish,read,original,writings,,,,,,,,,,,,,,,,,,,,,
1042,sivb,svb,financial,group,services,company,well,bank,holding,segments,include,global,commercial,private,capital,segment,consists,operations,wine,analytics,debt,fund,investments,banking,division,provides,range,personal,solutions,consumers,venture,investment,arm,focuses,primarily,funds,management,subsidiaries,divisions,offers,products,clients,across,united,states,technology,life,science,healthcare,equity,industries,also,offer,asset,wealth,brokerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,slab,silicon,laboratories,inc,provider,software,solutions,internet,things,iot,infrastructure,industrial,consumer,automotive,markets,company,operates,mixed,signal,analog,intensive,products,segment,provides,use,range,electronic,various,applications,market,timing,isolation,including,clocks,oscillators,networking,equipment,data,centers,wireless,base,stations,well,digital,isolators,current,sensors,power,supplies,hybrid,electric,vehicles,broadcast,television,tuners,demodulators,radio,access,subscriber,line,interface,circuits,voice,protocol,embedded,modems,ethernet,source,powered,device,integrated,,,,,,,,,,,,,,,,,,,,
1044,slgn,silgan,holdings,inc,holding,company,manufacturer,rigid,packaging,consumer,goods,products,operates,three,business,segments,metal,containers,closures,plastic,container,segment,engaged,manufacture,sale,steel,aluminum,human,pet,food,general,line,manufactures,sells,composite,beverage,custom,designed,personal,care,healthcare,pharmaceutical,household,industrial,chemical,agricultural,automotive,marine,north,america,europe,december,used,range,end,markets,operated,manufacturing,plants,asia,south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,skys,sky,solar,holdings,ltd,investment,holding,company,independent,power,producer,ipp,engaged,developing,owning,operating,parks,focuses,downstream,market,develops,projects,primarily,asia,south,america,europe,north,subsidiaries,activities,selling,electricity,generated,owned,pipeline,including,obtaining,permits,required,sourcing,modules,providing,engineering,procurement,construction,epc,services,maintenance,amp,sales,building,transferring,bt,developed,aggregate,capacity,approximately,megawatts,mw,gigawatts,gw,various,stages,development,countries,chile,uruguay,japan,canada,,,,,,,,,,,,,,,,,,,,,,
1046,slm,corporation,holding,company,primary,business,originate,service,loans,makes,students,families,finance,cost,education,saving,planning,paying,college,engaged,originating,servicing,private,uses,mean,made,insured,guaranteed,state,federal,government,also,operates,upromise,inc,consumer,savings,network,provides,financial,rewards,everyday,purchases,help,save,owns,services,originated,funded,subsidiary,sallie,mae,bank,include,resources,dedicated,assist,customers,needs,escalated,inquiries,access,free,online,scholarship,database,includes,information,scholarships,,,,,,,,,,,,,,,,,,,,,,
1047,skyw,skywest,inc,subsidiaries,airlines,expressjet,operates,regional,airline,operations,united,states,company,segments,include,leasing,segment,provides,jet,service,airports,primarily,located,midwestern,western,well,mexico,canada,eastern,caribbean,includes,e,aircraft,ownership,business,december,offered,scheduled,passenger,approximately,daily,departures,destinations,flights,operated,delta,connection,express,american,eagle,alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,slrc,solar,capital,ltd,closed,end,externally,managed,non,diversified,management,investment,company,objective,generate,current,income,appreciation,debt,equity,investments,invests,privately,held,united,states,middle,market,companies,leveraged,form,senior,secured,loans,unitranche,mezzanine,securities,may,also,invest,public,thinly,traded,business,focused,primarily,direct,origination,portfolio,financial,sponsors,generally,range,million,addition,portion,types,refers,opportunistic,activities,partners,llc,advisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,slmbp,slm,corporation,holding,company,primary,business,originate,service,loans,makes,students,families,finance,cost,education,saving,planning,paying,college,engaged,originating,servicing,private,uses,mean,made,insured,guaranteed,state,federal,government,also,operates,upromise,inc,consumer,savings,network,provides,financial,rewards,everyday,purchases,help,save,owns,services,originated,funded,subsidiary,sallie,mae,bank,include,resources,dedicated,assist,customers,needs,escalated,inquiries,access,free,online,scholarship,database,includes,information,scholarships,,,,,,,,,,,,,,,,,,,,,
1050,smed,sharps,compliance,corp,provider,waste,management,services,including,medical,pharmaceutical,hazardous,company,solutions,include,recovery,system,takeaway,medication,medsafe,route,based,pickup,service,recycle,compliancetrac,universal,shipback,systems,facilitate,collection,containment,transportation,treatment,various,types,healthcare,related,materials,hypodermic,needles,lancets,devices,objects,used,puncture,lacerate,skin,unused,consumer,dispensed,medications,counter,drugs,assists,customers,determining,solution,offerings,fit,return,provides,tracking,reporting,tools,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,smmf,summit,financial,group,inc,holding,company,provides,community,banking,services,primarily,eastern,panhandle,south,central,regions,west,virginia,shenandoah,valley,northern,region,bank,subsidiary,operates,two,segments,insurance,amp,segment,consists,full,service,banks,offer,customers,traditional,products,various,delivery,channels,includes,three,agency,offices,sell,also,llc,moorefield,leesburg,brokerage,individuals,businesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,smrt,stein,mart,inc,national,retailer,offering,fashion,merchandise,service,presentation,department,specialty,store,company,offers,apparel,women,men,well,accessories,shoes,home,fashions,target,customers,years,old,operates,approximately,stores,states,internet,located,northeast,midwest,southeast,texas,southwest,concentrated,offer,range,services,locator,preferred,customer,program,co,branded,private,label,credit,card,programs,electronic,gift,cards,merchants,purchase,products,vendors,leases,locations,generally,options,extend,lease,term,two,five,year,periods,,,,,,,,,,,,,,,,,,,
1053,smtc,semtech,corporation,supplier,analog,mixed,signal,semiconductor,products,company,designs,develops,markets,range,commercial,applications,sold,enterprise,computing,communications,consumer,industrial,end,product,lines,include,integrity,protection,wireless,sensing,power,high,reliability,market,video,broadcast,studio,equipment,automated,meter,reading,charging,military,aerospace,medical,security,systems,automotive,internet,things,home,automation,surveillance,desktops,notebooks,servers,graphic,boards,printers,datacenter,related,passive,optical,networks,base,stations,carrier,switches,routers,cable,modems,conditioners,local,area,network,,,,,,,,,,,,,,,,
1054,smtx,smtc,corporation,provider,electronics,manufacturing,services,ems,company,include,product,design,sustaining,engineering,printed,circuit,board,assembly,pcba,production,enclosure,fabrication,systems,integration,testing,configuration,order,build,direct,fulfillment,geographic,segments,united,states,mexico,china,offers,integrated,contract,global,original,equipment,manufacturers,technology,companies,primarily,within,industrial,networking,computing,communications,medical,market,sectors,three,vertically,streams,enclosures,precision,metal,products,larger,scale,provides,range,test,system,level,end,customer,,,,,,,,,,,,,,,,,,,,,
1055,sncr,synchronoss,technologies,inc,global,software,services,company,provides,mobile,transformation,business,portfolio,consumer,enterprise,markets,contains,offerings,personal,cloud,secure,mobility,identity,management,scalable,messaging,platforms,products,solutions,designed,enable,multiple,converged,communication,managed,across,range,distribution,channels,including,e,commerce,telesales,customer,stores,indirect,retail,outlets,operates,directly,sales,organizations,north,america,europe,middle,east,africa,emea,latin,asia,pacific,region,delivers,service,provider,customers,regulated,verticals,use,cases,,,,,,,,,,,,,,,,,,,,
